filename,clean_filepath,noisy_filepath,speaker,noise_type,snr,length
p268_234,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_234_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_234_16k.wav,p268,ssn,10.0,51769
p268_235,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_235_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_235_16k.wav,p268,ssn,5.0,49600
p268_236,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_236_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_236_16k.wav,p268,ssn,0.0,65316
p268_237,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_237_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_237_16k.wav,p268,station,15.0,68779
p268_238,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_238_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_238_16k.wav,p268,station,10.0,36779
p268_239,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_239_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_239_16k.wav,p268,station,5.0,27237
p268_240,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_240_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_240_16k.wav,p268,station,0.0,40383
p268_241,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_241_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_241_16k.wav,p268,traffic,15.0,40580
p268_242,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_242_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_242_16k.wav,p268,traffic,10.0,70400
p268_243,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_243_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_243_16k.wav,p268,traffic,5.0,31235
p268_244,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_244_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_244_16k.wav,p268,traffic,0.0,43402
p268_245,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_245_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_245_16k.wav,p268,babble,15.0,42323
p268_246,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_246_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_246_16k.wav,p268,babble,10.0,40118
p268_247,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_247_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_247_16k.wav,p268,babble,5.0,46992
p268_248,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_248_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_248_16k.wav,p268,babble,0.0,39017
p268_249,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_249_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_249_16k.wav,p268,cafeteria,15.0,46968
p268_250,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_250_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_250_16k.wav,p268,cafeteria,10.0,34597
p268_251,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_251_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_251_16k.wav,p268,cafeteria,5.0,34535
p268_252,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_252_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_252_16k.wav,p268,cafeteria,0.0,36137
p268_253,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_253_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_253_16k.wav,p268,car,15.0,74560
p268_254,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_254_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_254_16k.wav,p268,car,10.0,60160
p268_255,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_255_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_255_16k.wav,p268,car,5.0,48608
p268_256,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_256_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_256_16k.wav,p268,car,0.0,46240
p268_257,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_257_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_257_16k.wav,p268,kitchen,15.0,44800
p268_258,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_258_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_258_16k.wav,p268,kitchen,10.0,54496
p268_259,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_259_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_259_16k.wav,p268,kitchen,5.0,52160
p268_260,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_260_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_260_16k.wav,p268,kitchen,0.0,41120
p268_261,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_261_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_261_16k.wav,p268,meeting,15.0,51755
p268_262,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_262_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_262_16k.wav,p268,meeting,10.0,38703
p268_263,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_263_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_263_16k.wav,p268,meeting,5.0,57120
p268_264,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_264_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_264_16k.wav,p268,meeting,0.0,47200
p268_265,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_265_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_265_16k.wav,p268,metro,15.0,53949
p268_266,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_266_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_266_16k.wav,p268,metro,10.0,41032
p268_267,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_267_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_267_16k.wav,p268,metro,5.0,50882
p268_268,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_268_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_268_16k.wav,p268,metro,0.0,58080
p268_269,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_269_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_269_16k.wav,p268,restaurant,15.0,37165
p268_270,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_270_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_270_16k.wav,p268,restaurant,10.0,66505
p268_271,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_271_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_271_16k.wav,p268,restaurant,5.0,56431
p268_272,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_272_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_272_16k.wav,p268,restaurant,0.0,41164
p268_273,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_273_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_273_16k.wav,p268,ssn,15.0,60160
p268_274,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_274_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_274_16k.wav,p268,ssn,10.0,47360
p268_275,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_275_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_275_16k.wav,p268,ssn,5.0,45824
p268_276,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_276_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_276_16k.wav,p268,ssn,0.0,45627
p268_277,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_277_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_277_16k.wav,p268,station,15.0,50081
p268_278,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_278_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_278_16k.wav,p268,station,10.0,46526
p268_279,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_279_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_279_16k.wav,p268,station,5.0,38668
p268_280,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_280_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_280_16k.wav,p268,station,0.0,48960
p268_282,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_282_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_282_16k.wav,p268,traffic,15.0,64283
p268_283,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_283_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_283_16k.wav,p268,traffic,10.0,66240
p268_284,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_284_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_284_16k.wav,p268,traffic,5.0,43200
p268_285,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_285_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_285_16k.wav,p268,traffic,0.0,38080
p268_286,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_286_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_286_16k.wav,p268,babble,15.0,36797
p268_287,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_287_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_287_16k.wav,p268,babble,10.0,48000
p268_288,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_288_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_288_16k.wav,p268,babble,5.0,29280
p268_289,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_289_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_289_16k.wav,p268,babble,0.0,31368
p268_290,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_290_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_290_16k.wav,p268,cafeteria,15.0,36642
p268_291,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_291_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_291_16k.wav,p268,cafeteria,10.0,48175
p268_292,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_292_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_292_16k.wav,p268,cafeteria,5.0,50004
p268_293,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_293_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_293_16k.wav,p268,cafeteria,0.0,42674
p268_294,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_294_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_294_16k.wav,p268,car,15.0,86560
p268_295,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_295_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_295_16k.wav,p268,car,10.0,72769
p268_296,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_296_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_296_16k.wav,p268,car,5.0,35559
p268_297,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_297_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_297_16k.wav,p268,car,0.0,44800
p268_298,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_298_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_298_16k.wav,p268,kitchen,15.0,50737
p268_299,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_299_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_299_16k.wav,p268,kitchen,10.0,45280
p268_300,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_300_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_300_16k.wav,p268,kitchen,5.0,46240
p268_301,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_301_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_301_16k.wav,p268,kitchen,0.0,59840
p268_302,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_302_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_302_16k.wav,p268,meeting,15.0,47841
p268_303,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_303_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_303_16k.wav,p268,meeting,10.0,47738
p268_304,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_304_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_304_16k.wav,p268,meeting,5.0,35649
p268_305,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_305_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_305_16k.wav,p268,meeting,0.0,86754
p268_306,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_306_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_306_16k.wav,p268,metro,15.0,37558
p268_307,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_307_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_307_16k.wav,p268,metro,10.0,36008
p268_308,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_308_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_308_16k.wav,p268,metro,5.0,44034
p268_309,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_309_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_309_16k.wav,p268,metro,0.0,66080
p268_310,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_310_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_310_16k.wav,p268,restaurant,15.0,67840
p268_311,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_311_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_311_16k.wav,p268,restaurant,10.0,85120
p268_312,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_312_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_312_16k.wav,p268,restaurant,5.0,42966
p268_313,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_313_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_313_16k.wav,p268,restaurant,0.0,43150
p268_314,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_314_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_314_16k.wav,p268,ssn,15.0,36842
p268_315,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_315_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_315_16k.wav,p268,ssn,10.0,44852
p268_316,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_316_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_316_16k.wav,p268,ssn,5.0,51840
p268_317,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_317_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_317_16k.wav,p268,ssn,0.0,61393
p268_318,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_318_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_318_16k.wav,p268,station,15.0,72161
p268_319,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_319_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_319_16k.wav,p268,station,10.0,60320
p268_320,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_320_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_320_16k.wav,p268,station,5.0,41920
p268_321,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_321_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_321_16k.wav,p268,station,0.0,46400
p268_322,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_322_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_322_16k.wav,p268,traffic,15.0,47840
p268_323,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_323_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_323_16k.wav,p268,traffic,10.0,53600
p268_324,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_324_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_324_16k.wav,p268,traffic,5.0,39040
p268_325,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_325_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_325_16k.wav,p268,traffic,0.0,38720
p268_326,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_326_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_326_16k.wav,p268,babble,15.0,55360
p268_327,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_327_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_327_16k.wav,p268,babble,10.0,79200
p268_328,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_328_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_328_16k.wav,p268,babble,5.0,69120
p268_329,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_329_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_329_16k.wav,p268,babble,0.0,59680
p268_330,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_330_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_330_16k.wav,p268,cafeteria,15.0,51314
p268_331,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_331_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_331_16k.wav,p268,cafeteria,10.0,43725
p268_332,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_332_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_332_16k.wav,p268,cafeteria,5.0,72367
p268_333,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_333_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_333_16k.wav,p268,cafeteria,0.0,56663
p268_334,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_334_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_334_16k.wav,p268,car,15.0,47264
p268_335,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_335_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_335_16k.wav,p268,car,10.0,69280
p268_336,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p268_336_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p268_336_16k.wav,p268,car,5.0,44013
